+0000040458.,?Michelle Pan?,?1671 AVON CIRCLE?,?RADCLIFF?,?KY?,?40160?,+000000000038182.,+000000000001255.,+00005.
+0000040779.,?Gene Mayer?,?3804 BERRYTOWN RD?,?RINEYVILLE?,?KY?,?40162?,+000000000099096.,+000000000001982.,+00007.
+0000040844.,?Jean Scott?,?3400 PORTER PIKE?,?BOWLING GREEN?,?KY?,?42103?,+000000000144542.,+000000000001373.,+00008.
+0000041003.,?Roy McArthur?,?300 GARDEN RD?,?LEXINGTON?,?KY?,?40502?,+000000000083633.,+000000000002689.,+00005.
+0000041009.,?Gene Carey?,?1132 WELLS LN?,?LAWRENCEBURG?,?KY?,?40342?,+000000000149099.,+000000000001503.,+00008.
+0000041012.,?Hsin Henderson?,?8487 WATERSEDGE DR?,?FLORENCE?,?KY?,?41042?,+000000000022722.,+000000000002264.,+00001.
+0000041084.,?Eileen Wang?,?3019 ROSEDALE BLVD?,?LOUISVILLE?,?KY?,?40220?,+000000000144544.,+000000000001574.,+00008.
+0000041119.,?Keith Panwar?,?1318 N MILES ST?,?ELIZABETHTOWN?,?KY?,?42701?,+000000000049090.,+000000000002158.,+00003.
+0000041155.,?Peter Smith?,?516 5TH ST?,?CARROLLTON?,?KY?,?41008?,+000000000105456.,+000000000001761.,+00007.
+0000041171.,?Michelle Pan?,?128 S CRESTMOOR AVE?,?LOUISVILLE?,?KY?,?40206?,+000000000111812.,+000000000003038.,+00005.
+0000041286.,?Michelle Swagerman?,?2041 DUNKIRK DR?,?LEXINGTON?,?KY?,?40504?,+000000000066368.,+000000000000409.,+00009.
+0000041373.,?Jean Wilson?,?8303 ROSEBOROUGH RD?,?LOUISVILLE?,?KY?,?40228?,+000000000033636.,+000000000001872.,+00002.
+0000041617.,?Cindy Peterson?,?157 N BAYLY AVE?,?LOUISVILLE?,?KY?,?40206?,+000000000077273.,+000000000001009.,+00008.
+0000041626.,?Jean Vincent?,?131 CLEARWATER LN?,?FRANKFORT?,?KY?,?40601?,+000000000016362.,+000000000000585.,+00004.
+0000041654.,?Michelle McArthur?,?70 BURNEY LN?,?FORT THOMAS?,?KY?,?41075?,+000000000144540.,+000000000001171.,+00008.
+0000041657.,?Brian Vincent?,?1541 WOODSIDE DR?,?FLORENCE?,?KY?,?41042?,+000000000027273.,+000000000001790.,+00001.
+0000041668.,?Samuel Tran?,?2015 BARNES RD?,?BARDSTOWN?,?KY?,?40004?,+000000000138184.,+000000000001795.,+00008.
+0000041730.,?Peter Tran?,?5020 POND CREEK RD?,?ALEXANDRIA?,?KY?,?41001?,+000000000000907.,+000000000002098.,+00001.
+0000041758.,?Rajendra Jou?,?424 SOUTHSIDE DR?,?HENDERSON?,?KY?,?42420?,+000000000138185.,+000000000001896.,+00007.
+0000041891.,?Peter Cody?,?12170 WOODWIND LN?,?WALTON?,?KY?,?41094?,+000000000111810.,+000000000002836.,+00006.
+0000042040.,?Jean Tran?,?3609 SAINT GERMAINE CT?,?LOUISVILLE?,?KY?,?40207?,+000000000100900.,+000000000001732.,+00007.
+0000042384.,?Keith Grandbois?,?38 WOODSTOCK CIR?,?LA GRANGE?,?KY?,?40031?,+000000000094547.,+000000000000757.,+00008.
+0000042406.,?Roy Kleewein?,?404 COMANCHE CT?,?SHELBYVILLE?,?KY?,?40065?,+000000000016360.,+000000000000383.,+00006.
+0000042408.,?Jean Fuh?,?321 COMANCHE RD?,?SHELBYVILLE?,?KY?,?40065?,+000000000038182.,+000000000001255.,+00005.
+0000042410.,?Grace Li?,?2453 BLUEBALL RD?,?RINEYVILLE?,?KY?,?40162?,+000000000050904.,+000000000001015.,+00007.
+0000042486.,?Daniel Kifer?,?3113 DALE ANN DR?,?LOUISVILLE?,?KY?,?40220?,+000000000066360.,+000000000001503.,+00006.
+0000042576.,?Hsin Panwar?,?101 CRESENT DR?,?BEREA?,?KY?,?40403?,+000000000066361.,+000000000001603.,+00006.
+0000042923.,?Daniel Wilson?,?607 EDGEWATER DR?,?ELIZABETHTOWN?,?KY?,?42701?,+000000000083632.,+000000000002588.,+00005.
+0000042956.,?Samuel McArthur?,?1405 ROUNDTOP RD?,?ELIZABETHTOWN?,?KY?,?42701?,+000000000116365.,+000000000001226.,+00008.
+0000042957.,?Albert McKnight?,?1146 ROUNDTOP RD?,?ELIZABETHTOWN?,?KY?,?42701?,+000000000127276.,+000000000002431.,+00007.
+0000042985.,?Grace Wilson?,?761 COLONIAL TRCE?,?FRANKFORT?,?KY?,?40601?,+000000000105454.,+000000000001560.,+00007.
+0000042986.,?Lawrence Winer?,?2515 TOP HILL RD?,?LOUISVILLE?,?KY?,?40206?,+000000000116365.,+000000000001226.,+00008.
+0000042989.,?Ping Huras?,?506 NATIONAL TPKE?,?MUNFORDVILLE?,?KY?,?42765?,+000000000149098.,+000000000001402.,+00008.
+0000043040.,?Ted Harris?,?502 E MAIN ST?,?GLASGOW?,?KY?,?42141?,+000000000050900.,+000000000002512.,+00002.
+0000043042.,?Yun Mayer?,?3140 BEECH AVE?,?COVINGTON?,?KY?,?41015?,+000000000072722.,+000000000001484.,+00006.
+0000043137.,?Normen Kifer?,?3865 GLADMAN WAY?,?LEXINGTON?,?KY?,?40514?,+000000000127278.,+000000000002633.,+00006.
+0000043162.,?Mary Cody?,?1593 TANNER RD?,?HEBRON?,?KY?,?41048?,+000000000072723.,+000000000001584.,+00006.
+0000043279.,?Albert Pan?,?3101 CHATHAM DR?,?LEXINGTON?,?KY?,?40503?,+000000000049091.,+000000000002259.,+00003.
+0000043360.,?Daniel McKnight?,?19 FOUNDERS CT?,?COLD SPRING?,?KY?,?41076?,+000000000100903.,+000000000002034.,+00006.
+0000043399.,?Grace Henderson?,?1204 WASHINGTON ST?,?SHELBYVILLE?,?KY?,?40065?,+000000000049093.,+000000000002460.,+00002.
+0000043400.,?Lawrence Fuh?,?4706 ROCKFORD PLZ?,?LOUISVILLE?,?KY?,?40216?,+000000000050904.,+000000000001015.,+00007.
+0000043553.,?Mary Kleewein?,?4437 INDIAN TRACE RD?,?ALEXANDRIA?,?KY?,?41001?,+000000000083638.,+000000000001293.,+00007.
+0000043566.,?Brian Elliot?,?780 GRACE DR?,?FLORENCE?,?KY?,?41042?,+000000000066361.,+000000000001603.,+00006.
+0000043614.,?Eileen Vance?,?4811 FERRER WAY?,?LOUISVILLE?,?KY?,?40291?,+000000000094540.,+000000000001952.,+00006.
+0000043793.,?Michelle McArthur?,?185 ROBIN LN?,?SHEPHERDSVILLE?,?KY?,?40165?,+000000000083631.,+000000000002487.,+00005.
+0000044247.,?Keith Cody?,?1912 SPRING STATION DR?,?LEXINGTON?,?KY?,?40505?,+000000000127279.,+000000000002733.,+00006.
+0000044887.,?Mary Henderson?,?616 E DIXIE AVE?,?ELIZABETHTOWN?,?KY?,?42701?,+000000000077275.,+000000000001211.,+00007.
+0000044953.,?Steven Pan?,?1340 CHESTNUT STAND RD?,?IRVINE?,?KY?,?40336?,+000000000133632.,+000000000001807.,+00007.
+0000045009.,?Grace Vance?,?9802 STONEHENGE WAY?,?LOUISVILLE?,?KY?,?40241?,+000000000099099.,+000000000002284.,+00006.
+0000045068.,?Steven Swagerman?,?89 THOMPSON AVE?,?FORT MITCHELL?,?KY?,?41017?,+000000000088188.,+000000000001079.,+00008.
+0000045098.,?Keith Vincent?,?274 APOLLO DR?,?MOUNT WASHINGTON?,?KY?,?40047?,+000000000088188.,+000000000001079.,+00008.
+0000045099.,?Jean Swagerman?,?162 KIMBERLY DR?,?MOUNT WASHINGTON?,?KY?,?40047?,+000000000099090.,+000000000001377.,+00007.
+0000045729.,?Daniel Tran?,?404 MCALPIN AVE?,?ERLANGER?,?KY?,?41018?,+000000000099096.,+000000000001982.,+00007.
+0000046136.,?Grace Ryden?,?7503 MANSLICK RD?,?LOUISVILLE?,?KY?,?40214?,+000000000116367.,+000000000001427.,+00008.
+0000046490.,?Ted McArthur?,?13710 BOAT DOCK RD?,?UNION?,?KY?,?41091?,+000000000050904.,+000000000001015.,+00007.
+0000046784.,?Ping Lee?,?6472 TODD DR?,?BURLINGTON?,?KY?,?41005?,+000000000144541.,+000000000001272.,+00008.
+0000047101.,?Ingrid Harris?,?320 HIALEAH DR?,?COXS CREEK?,?KY?,?40013?,+000000000011812.,+000000000002699.,+00001.
+0000047113.,?Yun Vincent?,?300 BLUE CREEK COURT?,?LOUISVILLE?,?KY?,?40229?,+000000000133634.,+000000000002009.,+00007.
+0000047151.,?Michelle Fuh?,?8108 PINECASTLE DR?,?LOUISVILLE?,?KY?,?40219?,+000000000061812.,+000000000001918.,+00005.
+0000047228.,?Yun Peterson?,?435 RED RIVER RD?,?IRVINE?,?KY?,?40336?,+000000000088180.,+000000000000272.,+00009.
+0000047253.,?Steven Wang?,?1730 COPELIN RD?,?WHITE MILLS?,?KY?,?42788?,+000000000033635.,+000000000001771.,+00002.
+0000047360.,?Hsin Huras?,?607 EL DORADO DR?,?ELIZABETHTOWN?,?KY?,?42701?,+000000000050903.,+000000000000915.,+00007.
+0000047361.,?Brian Vincent?,?600 QUAIL RUN RD?,?BRANDENBURG?,?KY?,?40108?,+000000000061814.,+000000000002120.,+00004.
+0000047362.,?Daniel Swagerman?,?125 WESTWIND TRL?,?BARDSTOWN?,?KY?,?40004?,+000000000072725.,+000000000001786.,+00006.
+0000047389.,?Yun McArthur?,?3751 ROSEMONT BLVD?,?LOUISVILLE?,?KY?,?40218?,+000000000049092.,+000000000002359.,+00002.
+0000047403.,?Gene Tran?,?5505 WESTHALL AVE?,?LOUISVILLE?,?KY?,?40214?,+000000000033637.,+000000000001973.,+00002.
+0000047445.,?Jean Peterson?,?5650 HARDYVILLE RD?,?HARDYVILLE?,?KY?,?42746?,+000000000005459.,+000000000001725.,+00001.
+0000047451.,?Ping McArthur?,?1402 VERSAILLES RD?,?LEXINGTON?,?KY?,?40504?,+000000000061815.,+000000000002221.,+00004.
+0000047474.,?Ping Panwar?,?4011 DIXIE LN?,?BARDSTOWN?,?KY?,?40004?,+000000000144548.,+000000000001977.,+00007.
+0000047475.,?Hsin Mayer?,?4116 VINE GROVE RD?,?VINE GROVE?,?KY?,?40175?,+000000000005459.,+000000000001725.,+00001.
+0000047695.,?Albert Scott?,?2124 WOODBOURNE AVE?,?LOUISVILLE?,?KY?,?40205?,+000000000105452.,+000000000001358.,+00008.
+0000047709.,?Ted Fuh?,?100 PATRICK CT?,?ELIZABETHTOWN?,?KY?,?42701?,+000000000099096.,+000000000001982.,+00007.
+0000047710.,?Peter Jou?,?8298 LOUISVILLE RD?,?COXS CREEK?,?KY?,?40013?,+000000000100907.,+000000000002437.,+00006.
+0000048197.,?Normen Huras?,?1028 HIGHLAND PARK DR?,?LEXINGTON?,?KY?,?40505?,+000000000027278.,+000000000002294.,+00001.
+0000048622.,?Gene Mayer?,?407 N WILSON AVE?,?MOREHEAD?,?KY?,?40351?,+000000000072728.,+000000000002088.,+00005.
+0000048624.,?Ping Kifer?,?917 MAYWICK DR?,?LEXINGTON?,?KY?,?40504?,+000000000094540.,+000000000001952.,+00006.
+0000048678.,?Cindy Ryden?,?9207 MARSE HENRY DR?,?LOUISVILLE?,?KY?,?40299?,+000000000038184.,+000000000001456.,+00004.
+0000048744.,?Ted Harris?,?10804 TURFLAND WAY?,?LOUISVILLE?,?KY?,?40241?,+000000000094541.,+000000000002053.,+00006.
+0000048852.,?Gene Carey?,?1035 ST HWY 1947?,?GRAYSON?,?KY?,?41143?,+000000000122720.,+000000000002401.,+00007.
+0000048933.,?Normen Peterson?,?129 S 38TH ST?,?LOUISVILLE?,?KY?,?40212?,+000000000033632.,+000000000001469.,+00003.
+0000048935.,?Mary Scott?,?2910 PETTY JAY RD?,?LOUISVILLE?,?KY?,?40220?,+000000000055454.,+000000000002340.,+00003.
+0000048936.,?Samuel Smith?,?6105 KIRKWOOD CT?,?LOUISVILLE?,?KY?,?40229?,+000000000066365.,+000000000002006.,+00005.
+0000048938.,?Roy Winer?,?2818 W MAIN ST?,?LOUISVILLE?,?KY?,?40212?,+000000000088187.,+000000000000978.,+00008.
+0000048939.,?Keith McArthur?,?419 KENILWORTH RD?,?LOUISVILLE?,?KY?,?40206?,+000000000099098.,+000000000002183.,+00006.
+0000049124.,?Jean Winer?,?3827 KLONDIKE LN?,?LOUISVILLE?,?KY?,?40218?,+000000000144545.,+000000000001675.,+00008.
+0000049271.,?Daniel Harris?,?7510 MALLARD DR?,?LOUISVILLE?,?KY?,?40258?,+000000000111813.,+000000000003138.,+00005.
+0000049272.,?Eileen Panwar?,?524 NAVAHO RD?,?SHELBYVILLE?,?KY?,?40065?,+000000000122724.,+000000000000904.,+00008.
+0000049391.,?Cindy Ryden?,?12110 SAINT CLAIRE DR?,?LOUISVILLE?,?KY?,?40243?,+000000000111814.,+000000000003239.,+00005.
+0000049553.,?Steven Peterson?,?1796 WILART DR?,?LOUISVILLE?,?KY?,?40210?,+000000000083638.,+000000000001293.,+00007.
+0000049556.,?Mary Smith?,?12000 BARRICKS RD LOT 272B?,?LOUISVILLE?,?KY?,?40229?,+000000000116361.,+000000000000823.,+00008.
+0000049559.,?Roy McArthur?,?2102 BOLLING AVE?,?LOUISVILLE?,?KY?,?40210?,+000000000149094.,+000000000000999.,+00008.
+0000049560.,?Keith McKnight?,?1706 GARDINER LN?,?LOUISVILLE?,?KY?,?40205?,+000000000000905.,+000000000001897.,+00001.
+0000049561.,?Jean Huras?,?3707 RIDGE RD?,?SHEPHERDSVILLE?,?KY?,?40165?,+000000000011816.,+000000000003102.,+00001.
+0000049612.,?Michelle Harris?,?426 COLLEGE ST?,?ELIZABETHTOWN?,?KY?,?42701?,+000000000072728.,+000000000002088.,+00005.
+0000049886.,?Lawrence Grandbois?,?737 STEPHENS RD?,?INDEPENDENCE?,?KY?,?41051?,+000000000116364.,+000000000001125.,+00008.
+0000049967.,?Steven Chamberlin?,?312 PIN OAK DR?,?RICHMOND?,?KY?,?40475?,+000000000027276.,+000000000002093.,+00001.
+0000049968.,?Normen Carey?,?5230 BETHEL RD?,?LEXINGTON?,?KY?,?40511?,+000000000038187.,+000000000001759.,+00003.
+0000050127.,?Cindy Fuh?,?641 S WOODLAND DR?,?RADCLIFF?,?KY?,?40160?,+000000000127278.,+000000000002633.,+00006.
+0000050128.,?Steven Jou?,?304 ESTATE DR?,?ELIZABETHTOWN?,?KY?,?42701?,+000000000138189.,+000000000000399.,+00009.
+0000050129.,?Normen Li?,?4553 MILLERSTOWN RD?,?UPTON?,?KY?,?42784?,+000000000149090.,+000000000002496.,+00007.
+0000050159.,?Jean Jou?,?226 S PETERSON AVE?,?LOUISVILLE?,?KY?,?40206?,+000000000149090.,+000000000002496.,+00007.
+0000050486.,?Michelle Smith?,?106 DALE RD?,?HIGHLAND HEIGHTS?,?KY?,?41076?,+000000000116360.,+000000000000722.,+00009.
+0000050487.,?Ping Wilson?,?429 DELL ST?,?ELSMERE?,?KY?,?41018?,+000000000127271.,+000000000001927.,+00007.
+0000050489.,?Brian McArthur?,?237 PARK AVE?,?LUDLOW?,?KY?,?41016?,+000000000149093.,+000000000000899.,+00009.
+0000050490.,?Daniel McKnight?,?512 HODGE ST?,?NEWPORT?,?KY?,?41071?,+000000000000904.,+000000000001796.,+00001.
+0000050491.,?Eileen Huras?,?16 LEVASSOR AVE?,?COVINGTON?,?KY?,?41014?,+000000000011815.,+000000000003001.,+00001.
